Mes,Edad Empresa Cliente,Exhibidor,Recuento de Referencia,Suma de Cant. Dev.,Suma de Cant. Neta,Suma de Vta. - IVA
SEGUNDO TRIMESTRE,10,SI,21,0,163,289265
SEGUNDO TRIMESTRE,10,NO,3,0,3,8239
SEGUNDO TRIMESTRE,10,NO,13,0,32,251471
SEGUNDO TRIMESTRE,10,SI,21,65,219,318535
SEGUNDO TRIMESTRE,10,NO,8,12,7,49248
SEGUNDO TRIMESTRE,10,NO,20,0,127,242972
SEGUNDO TRIMESTRE,10,NO,12,13,38,78115
SEGUNDO TRIMESTRE,10,SI,4,0,4,9824
SEGUNDO TRIMESTRE,10,SI,23,0,324,718967
SEGUNDO TRIMESTRE,10,NO,22,0,303,482098
SEGUNDO TRIMESTRE,10,NO,14,25,120,165950
SEGUNDO TRIMESTRE,10,NO,4,14,6,47110
SEGUNDO TRIMESTRE,10,NO,15,0,101,182868
SEGUNDO TRIMESTRE,10,NO,14,0,30,135595
SEGUNDO TRIMESTRE,10,NO,17,0,94,320545
SEGUNDO TRIMESTRE,10,NO,6,0,25,63412
SEGUNDO TRIMESTRE,10,NO,9,0,69,117654
SEGUNDO TRIMESTRE,10,SI,30,1,216,548225
SEGUNDO TRIMESTRE,10,NO,6,24,47,120272
SEGUNDO TRIMESTRE,11,NO,12,0,122,269410
SEGUNDO TRIMESTRE,11,NO,4,0,40,46073
SEGUNDO TRIMESTRE,11,SI,7,0,68,89150
SEGUNDO TRIMESTRE,11,NO,22,1,257,426584
SEGUNDO TRIMESTRE,11,SI,16,0,246,329405
SEGUNDO TRIMESTRE,11,NO,27,0,315,536747
SEGUNDO TRIMESTRE,11,SI,19,0,21,261183
SEGUNDO TRIMESTRE,11,NO,16,0,48,138077
SEGUNDO TRIMESTRE,11,NO,5,0,99,73410
SEGUNDO TRIMESTRE,11,NO,16,0,68,288851
SEGUNDO TRIMESTRE,11,SI,34,1,213,473714
SEGUNDO TRIMESTRE,11,NO,13,0,105,146117
SEGUNDO TRIMESTRE,11,NO,2,0,49,43415
SEGUNDO TRIMESTRE,11,SI,8,1,33,82839
SEGUNDO TRIMESTRE,11,SI,9,0,10,52299
SEGUNDO TRIMESTRE,11,NO,21,0,121,266091
SEGUNDO TRIMESTRE,11,NO,23,0,89,249627
SEGUNDO TRIMESTRE,11,NO,18,0,143,284734
SEGUNDO TRIMESTRE,11,NO,21,0,116,211856
SEGUNDO TRIMESTRE,11,SI,21,1,143,260445
SEGUNDO TRIMESTRE,11,SI,36,0,67,475937
SEGUNDO TRIMESTRE,11,NO,17,0,196,356135
SEGUNDO TRIMESTRE,11,NO,28,0,298,468316
SEGUNDO TRIMESTRE,11,NO,13,0,243,475186
SEGUNDO TRIMESTRE,11,NO,2,0,25,24605
SEGUNDO TRIMESTRE,11,NO,9,0,15,65683
SEGUNDO TRIMESTRE,11,NO,18,12,151,215100
SEGUNDO TRIMESTRE,11,NO,3,0,61,61737
SEGUNDO TRIMESTRE,11,SI,23,0,128,319642
SEGUNDO TRIMESTRE,11,NO,8,0,70,93715
SEGUNDO TRIMESTRE,11,NO,14,0,123,183120
SEGUNDO TRIMESTRE,11,NO,15,0,73,196459
SEGUNDO TRIMESTRE,11,SI,40,0,160,822917
SEGUNDO TRIMESTRE,11,SI,28,0,224,555063
SEGUNDO TRIMESTRE,11,SI,33,2,193,717245
SEGUNDO TRIMESTRE,11,SI,30,0,296,549502
SEGUNDO TRIMESTRE,11,SI,24,0,205,422348
SEGUNDO TRIMESTRE,11,SI,11,0,81,221608
SEGUNDO TRIMESTRE,11,NO,18,0,57,257894
SEGUNDO TRIMESTRE,11,NO,8,0,86,143254
SEGUNDO TRIMESTRE,11,SI,34,0,213,517800
SEGUNDO TRIMESTRE,11,NO,10,5,125,224832
SEGUNDO TRIMESTRE,11,SI,28,1,278,492932
SEGUNDO TRIMESTRE,11,NO,22,0,128,313270
SEGUNDO TRIMESTRE,11,SI,26,0,244,404533
SEGUNDO TRIMESTRE,11,NO,38,1,189,429401
SEGUNDO TRIMESTRE,11,NO,20,0,320,496121
SEGUNDO TRIMESTRE,11,NO,26,0,243,451219
SEGUNDO TRIMESTRE,11,NO,12,28,103,160918
SEGUNDO TRIMESTRE,11,NO,12,0,88,173336
SEGUNDO TRIMESTRE,11,NO,27,0,266,521926
SEGUNDO TRIMESTRE,11,NO,28,0,448,645737
SEGUNDO TRIMESTRE,11,NO,16,1,162,237374
SEGUNDO TRIMESTRE,11,NO,22,5,35,237474
SEGUNDO TRIMESTRE,11,NO,18,0,66,156338
SEGUNDO TRIMESTRE,11,NO,7,0,7,22949
SEGUNDO TRIMESTRE,11,NO,12,0,78,144390
SEGUNDO TRIMESTRE,11,NO,7,0,14,82192
SEGUNDO TRIMESTRE,11,NO,12,0,189,289419
SEGUNDO TRIMESTRE,11,NO,19,0,182,329245
SEGUNDO TRIMESTRE,11,NO,18,0,60,158692
SEGUNDO TRIMESTRE,11,SI,13,1,23,140802
SEGUNDO TRIMESTRE,11,NO,7,0,108,216863
SEGUNDO TRIMESTRE,11,NO,20,0,68,270128
SEGUNDO TRIMESTRE,11,NO,10,0,160,183798
SEGUNDO TRIMESTRE,11,SI,20,0,185,439608
SEGUNDO TRIMESTRE,11,NO,13,6,87,116014
SEGUNDO TRIMESTRE,11,NO,13,0,152,259440
SEGUNDO TRIMESTRE,11,NO,3,0,5,81472
SEGUNDO TRIMESTRE,11,NO,24,1,355,530703
SEGUNDO TRIMESTRE,11,NO,19,0,110,272131
SEGUNDO TRIMESTRE,11,NO,7,0,23,216761
SEGUNDO TRIMESTRE,11,SI,22,0,547,762926
SEGUNDO TRIMESTRE,10,NO,14,0,264,313067
SEGUNDO TRIMESTRE,10,NO,15,0,96,148139
SEGUNDO TRIMESTRE,10,SI,10,0,142,187320
SEGUNDO TRIMESTRE,10,SI,19,0,91,302682
SEGUNDO TRIMESTRE,10,NO,22,0,217,420147
SEGUNDO TRIMESTRE,11,NO,30,0,203,496497
SEGUNDO TRIMESTRE,11,NO,12,15,69,122983
SEGUNDO TRIMESTRE,11,NO,23,2,124,278444
SEGUNDO TRIMESTRE,11,NO,6,0,7,22067
SEGUNDO TRIMESTRE,11,NO,12,50,126,208035
SEGUNDO TRIMESTRE,11,NO,14,1,93,242892
SEGUNDO TRIMESTRE,11,SI,16,0,203,305291
SEGUNDO TRIMESTRE,11,NO,21,0,205,333412
SEGUNDO TRIMESTRE,11,SI,33,1,53,284047
SEGUNDO TRIMESTRE,11,NO,6,0,7,53299
SEGUNDO TRIMESTRE,11,NO,6,0,103,127203
SEGUNDO TRIMESTRE,11,NO,17,1,207,239205
SEGUNDO TRIMESTRE,11,NO,2,0,2,22198
SEGUNDO TRIMESTRE,11,SI,19,54,264,579186
SEGUNDO TRIMESTRE,11,NO,3,0,3,8085
SEGUNDO TRIMESTRE,11,NO,24,0,124,280119
SEGUNDO TRIMESTRE,11,NO,17,0,563,685505
SEGUNDO TRIMESTRE,11,NO,15,0,173,278799
SEGUNDO TRIMESTRE,11,NO,12,0,121,178642
SEGUNDO TRIMESTRE,11,NO,27,0,209,349125
SEGUNDO TRIMESTRE,11,NO,12,0,138,236518
SEGUNDO TRIMESTRE,10,NO,10,2,18,65942
SEGUNDO TRIMESTRE,9,NO,21,1,61,210926
SEGUNDO TRIMESTRE,9,NO,17,6,45,171684
SEGUNDO TRIMESTRE,9,NO,8,0,12,88440
SEGUNDO TRIMESTRE,9,NO,22,0,308,499697
SEGUNDO TRIMESTRE,9,SI,20,0,130,342115
SEGUNDO TRIMESTRE,9,NO,2,0,28,44920
SEGUNDO TRIMESTRE,9,NO,15,0,33,133776
SEGUNDO TRIMESTRE,9,SI,17,0,62,378487
SEGUNDO TRIMESTRE,9,NO,5,0,10,29285
SEGUNDO TRIMESTRE,8,NO,14,0,125,199536
SEGUNDO TRIMESTRE,8,NO,15,0,416,803196
SEGUNDO TRIMESTRE,8,NO,30,0,157,292048
SEGUNDO TRIMESTRE,8,NO,28,0,190,417170
SEGUNDO TRIMESTRE,8,NO,12,0,133,156908
SEGUNDO TRIMESTRE,8,NO,14,0,93,213947
SEGUNDO TRIMESTRE,8,NO,16,0,152,494529
SEGUNDO TRIMESTRE,8,NO,20,0,119,267555
SEGUNDO TRIMESTRE,8,NO,11,0,105,191662
SEGUNDO TRIMESTRE,8,NO,11,0,98,124849
SEGUNDO TRIMESTRE,8,NO,10,0,19,135043
SEGUNDO TRIMESTRE,8,SI,34,0,249,545023
SEGUNDO TRIMESTRE,8,NO,17,0,50,241035
SEGUNDO TRIMESTRE,8,NO,20,0,122,175580
SEGUNDO TRIMESTRE,8,NO,13,0,58,120361
SEGUNDO TRIMESTRE,8,SI,14,6,96,172996
SEGUNDO TRIMESTRE,8,NO,15,0,89,211289
SEGUNDO TRIMESTRE,8,NO,21,0,114,237792
SEGUNDO TRIMESTRE,8,NO,18,0,37,248904
SEGUNDO TRIMESTRE,8,NO,13,0,78,116873
SEGUNDO TRIMESTRE,8,NO,12,0,162,231097
SEGUNDO TRIMESTRE,8,NO,6,0,79,96005
SEGUNDO TRIMESTRE,8,NO,17,0,185,665807
SEGUNDO TRIMESTRE,8,NO,9,0,45,105491
SEGUNDO TRIMESTRE,8,NO,15,0,215,360258
SEGUNDO TRIMESTRE,8,NO,12,0,24,168819
SEGUNDO TRIMESTRE,8,SI,16,0,136,258212
SEGUNDO TRIMESTRE,8,SI,30,0,191,326102
SEGUNDO TRIMESTRE,8,SI,30,0,166,497097
SEGUNDO TRIMESTRE,8,SI,14,0,333,532367
SEGUNDO TRIMESTRE,8,NO,14,45,80,198128
SEGUNDO TRIMESTRE,8,NO,15,1,214,319127
SEGUNDO TRIMESTRE,8,NO,18,0,173,322694
SEGUNDO TRIMESTRE,8,SI,19,0,194,328608
SEGUNDO TRIMESTRE,8,NO,20,0,197,427299
SEGUNDO TRIMESTRE,8,NO,18,0,84,197714
SEGUNDO TRIMESTRE,8,SI,12,2,37,142928
SEGUNDO TRIMESTRE,8,NO,16,0,143,267630
SEGUNDO TRIMESTRE,8,NO,17,0,77,203159
SEGUNDO TRIMESTRE,8,NO,5,0,116,121488
SEGUNDO TRIMESTRE,8,NO,30,0,178,520001
SEGUNDO TRIMESTRE,8,NO,17,2,187,382395
SEGUNDO TRIMESTRE,8,NO,27,0,180,435596
SEGUNDO TRIMESTRE,8,NO,32,0,255,610478
SEGUNDO TRIMESTRE,8,SI,28,0,253,611025
SEGUNDO TRIMESTRE,8,NO,16,0,159,322370
SEGUNDO TRIMESTRE,8,NO,12,19,114,161691
SEGUNDO TRIMESTRE,8,NO,17,2,131,337732
SEGUNDO TRIMESTRE,8,NO,7,0,12,155730
SEGUNDO TRIMESTRE,8,NO,13,0,247,487143
SEGUNDO TRIMESTRE,8,NO,8,0,71,133339
SEGUNDO TRIMESTRE,8,NO,26,0,161,761286
SEGUNDO TRIMESTRE,8,SI,26,0,328,733688
SEGUNDO TRIMESTRE,8,SI,16,1,17,154535
SEGUNDO TRIMESTRE,7,NO,15,0,32,175988
SEGUNDO TRIMESTRE,7,NO,15,0,71,145826
SEGUNDO TRIMESTRE,7,SI,22,1,23,190137
SEGUNDO TRIMESTRE,7,NO,13,0,45,290773
SEGUNDO TRIMESTRE,7,NO,17,0,71,195736
SEGUNDO TRIMESTRE,7,SI,28,0,279,512292
SEGUNDO TRIMESTRE,7,NO,4,0,53,47183
SEGUNDO TRIMESTRE,7,NO,27,0,313,432652
SEGUNDO TRIMESTRE,7,SI,33,0,175,803809
SEGUNDO TRIMESTRE,6,SI,29,5,220,453346
SEGUNDO TRIMESTRE,6,SI,42,6,306,866363
SEGUNDO TRIMESTRE,6,NO,28,0,204,415210
SEGUNDO TRIMESTRE,6,SI,26,0,206,439718
SEGUNDO TRIMESTRE,6,SI,16,0,40,240582
SEGUNDO TRIMESTRE,6,NO,22,0,166,313902
SEGUNDO TRIMESTRE,6,NO,17,0,79,213632
SEGUNDO TRIMESTRE,6,SI,21,0,99,356454
SEGUNDO TRIMESTRE,6,SI,21,0,163,523014
SEGUNDO TRIMESTRE,6,NO,14,0,93,324617
SEGUNDO TRIMESTRE,6,NO,8,0,52,98524
SEGUNDO TRIMESTRE,6,SI,31,0,209,485562
SEGUNDO TRIMESTRE,6,NO,16,0,39,144337
SEGUNDO TRIMESTRE,6,NO,21,0,139,274125
SEGUNDO TRIMESTRE,5,SI,18,0,93,178652
SEGUNDO TRIMESTRE,5,SI,36,10,219,606325
SEGUNDO TRIMESTRE,5,NO,13,0,256,308160
SEGUNDO TRIMESTRE,5,NO,17,1,215,460545
SEGUNDO TRIMESTRE,5,SI,23,0,98,262813
SEGUNDO TRIMESTRE,5,NO,15,0,20,159203
SEGUNDO TRIMESTRE,5,NO,7,15,24,81324
SEGUNDO TRIMESTRE,5,NO,9,1,10,73007
SEGUNDO TRIMESTRE,5,SI,54,0,100,738522
SEGUNDO TRIMESTRE,5,NO,11,0,23,241636
SEGUNDO TRIMESTRE,5,SI,24,6,161,423144
SEGUNDO TRIMESTRE,5,NO,10,0,115,178840
SEGUNDO TRIMESTRE,5,NO,16,0,76,143022
SEGUNDO TRIMESTRE,5,SI,20,0,38,260158
SEGUNDO TRIMESTRE,5,NO,21,0,31,253224
SEGUNDO TRIMESTRE,5,SI,42,1,284,848835
SEGUNDO TRIMESTRE,5,NO,8,4,5,30910
SEGUNDO TRIMESTRE,5,NO,21,1,87,264179
SEGUNDO TRIMESTRE,5,NO,24,0,443,597587
SEGUNDO TRIMESTRE,5,NO,14,1,142,360846
SEGUNDO TRIMESTRE,5,SI,13,0,130,255510
SEGUNDO TRIMESTRE,5,NO,8,0,206,263099
SEGUNDO TRIMESTRE,5,SI,49,1,301,698925
SEGUNDO TRIMESTRE,5,NO,7,0,46,65238
SEGUNDO TRIMESTRE,5,NO,13,33,40,211849
SEGUNDO TRIMESTRE,5,NO,22,10,105,173598
SEGUNDO TRIMESTRE,5,SI,22,0,78,241122
SEGUNDO TRIMESTRE,5,NO,16,0,175,665392
SEGUNDO TRIMESTRE,5,NO,11,0,44,131357
SEGUNDO TRIMESTRE,5,NO,8,0,32,107490
SEGUNDO TRIMESTRE,5,SI,23,0,332,500316
SEGUNDO TRIMESTRE,5,SI,23,0,38,338014
SEGUNDO TRIMESTRE,4,SI,22,5,151,616437
SEGUNDO TRIMESTRE,4,SI,14,5,32,86570
SEGUNDO TRIMESTRE,4,NO,20,1,158,312763
SEGUNDO TRIMESTRE,4,NO,14,0,379,644523
SEGUNDO TRIMESTRE,4,NO,25,0,253,559780
SEGUNDO TRIMESTRE,4,NO,10,0,89,239024
SEGUNDO TRIMESTRE,4,NO,12,0,16,94531
SEGUNDO TRIMESTRE,4,NO,28,12,435,927946
SEGUNDO TRIMESTRE,4,NO,9,0,16,112558
SEGUNDO TRIMESTRE,4,NO,10,0,120,150201
SEGUNDO TRIMESTRE,4,NO,26,2,349,549250
SEGUNDO TRIMESTRE,4,SI,12,0,432,944331
SEGUNDO TRIMESTRE,4,SI,42,0,276,611003
SEGUNDO TRIMESTRE,4,NO,19,0,199,304056
SEGUNDO TRIMESTRE,4,NO,10,0,191,826154
SEGUNDO TRIMESTRE,4,NO,13,1,199,396052
SEGUNDO TRIMESTRE,4,NO,16,0,180,387264
SEGUNDO TRIMESTRE,4,SI,20,0,140,292518
SEGUNDO TRIMESTRE,4,NO,15,0,91,172097
SEGUNDO TRIMESTRE,4,NO,12,0,55,154484
SEGUNDO TRIMESTRE,4,NO,12,0,115,375732
SEGUNDO TRIMESTRE,4,NO,37,0,267,614925
SEGUNDO TRIMESTRE,4,SI,45,2,259,656416
SEGUNDO TRIMESTRE,4,SI,18,0,66,251767
SEGUNDO TRIMESTRE,4,SI,36,2,362,804873
SEGUNDO TRIMESTRE,4,NO,10,0,19,154681
SEGUNDO TRIMESTRE,4,SI,29,0,231,665305
SEGUNDO TRIMESTRE,4,NO,11,2,19,154397
SEGUNDO TRIMESTRE,4,NO,21,0,172,460669
SEGUNDO TRIMESTRE,4,NO,16,0,200,540065
SEGUNDO TRIMESTRE,4,NO,21,3,150,358915
SEGUNDO TRIMESTRE,4,NO,21,0,133,296916
SEGUNDO TRIMESTRE,4,NO,8,0,71,109275
SEGUNDO TRIMESTRE,4,NO,28,0,221,679041
SEGUNDO TRIMESTRE,4,NO,15,0,127,222265
SEGUNDO TRIMESTRE,4,NO,30,1,136,320239
SEGUNDO TRIMESTRE,4,SI,27,5,131,537794
SEGUNDO TRIMESTRE,4,NO,14,0,139,287848
SEGUNDO TRIMESTRE,4,NO,14,0,167,768264
SEGUNDO TRIMESTRE,4,SI,21,0,130,399434
SEGUNDO TRIMESTRE,4,NO,21,0,62,207599
SEGUNDO TRIMESTRE,4,NO,29,0,154,691872
SEGUNDO TRIMESTRE,4,NO,22,2,126,353985
SEGUNDO TRIMESTRE,4,SI,8,0,80,183014
SEGUNDO TRIMESTRE,4,NO,29,1,194,942925
SEGUNDO TRIMESTRE,4,SI,23,0,202,662756
SEGUNDO TRIMESTRE,4,NO,12,0,95,173334
SEGUNDO TRIMESTRE,4,NO,17,0,181,448323
SEGUNDO TRIMESTRE,4,SI,53,0,226,660799
SEGUNDO TRIMESTRE,4,NO,17,0,162,265981
SEGUNDO TRIMESTRE,4,NO,16,6,74,177102
SEGUNDO TRIMESTRE,4,NO,32,0,248,475626
SEGUNDO TRIMESTRE,4,NO,17,0,83,277128
SEGUNDO TRIMESTRE,4,NO,18,0,270,804567
SEGUNDO TRIMESTRE,4,SI,11,0,26,125454
SEGUNDO TRIMESTRE,4,NO,7,0,78,110469
SEGUNDO TRIMESTRE,4,NO,8,0,187,241384
SEGUNDO TRIMESTRE,4,SI,11,0,75,218044
SEGUNDO TRIMESTRE,4,NO,32,0,219,634701
SEGUNDO TRIMESTRE,4,NO,10,0,84,398490
SEGUNDO TRIMESTRE,4,NO,5,0,296,892756
SEGUNDO TRIMESTRE,4,NO,20,6,141,248878
SEGUNDO TRIMESTRE,4,SI,30,1,83,470302
SEGUNDO TRIMESTRE,4,NO,30,0,177,751338
SEGUNDO TRIMESTRE,4,NO,13,1,73,184390
SEGUNDO TRIMESTRE,4,NO,25,0,258,740045
SEGUNDO TRIMESTRE,4,NO,27,0,379,580368
SEGUNDO TRIMESTRE,4,NO,13,0,264,586100
SEGUNDO TRIMESTRE,4,NO,14,0,112,187499
SEGUNDO TRIMESTRE,4,SI,26,0,125,238624
SEGUNDO TRIMESTRE,4,NO,37,44,358,761335
SEGUNDO TRIMESTRE,4,NO,26,0,148,867288
SEGUNDO TRIMESTRE,4,SI,26,0,200,489223
SEGUNDO TRIMESTRE,4,SI,21,0,58,391435
SEGUNDO TRIMESTRE,4,NO,20,0,65,284039
SEGUNDO TRIMESTRE,4,SI,22,0,23,198180
SEGUNDO TRIMESTRE,4,NO,28,0,198,601547
SEGUNDO TRIMESTRE,4,NO,15,0,144,243988
SEGUNDO TRIMESTRE,4,SI,20,0,108,211961
SEGUNDO TRIMESTRE,4,NO,21,0,118,477231
SEGUNDO TRIMESTRE,4,NO,24,0,127,369684
SEGUNDO TRIMESTRE,4,SI,19,1,98,253435
SEGUNDO TRIMESTRE,4,NO,10,0,85,95200
SEGUNDO TRIMESTRE,4,NO,23,15,174,305612
SEGUNDO TRIMESTRE,4,NO,27,0,424,765026
SEGUNDO TRIMESTRE,4,SI,28,0,347,636495
SEGUNDO TRIMESTRE,4,NO,9,14,68,138093
SEGUNDO TRIMESTRE,4,NO,26,0,205,637083
SEGUNDO TRIMESTRE,4,SI,9,0,13,179547
SEGUNDO TRIMESTRE,4,SI,12,0,13,123211
SEGUNDO TRIMESTRE,4,SI,20,168,123,567726
SEGUNDO TRIMESTRE,4,NO,14,0,62,148019
SEGUNDO TRIMESTRE,4,NO,6,0,6,96588
SEGUNDO TRIMESTRE,4,NO,27,0,121,280754
SEGUNDO TRIMESTRE,4,SI,19,0,211,374959
SEGUNDO TRIMESTRE,4,NO,6,48,32,64139
SEGUNDO TRIMESTRE,4,NO,16,2,82,118761
SEGUNDO TRIMESTRE,4,NO,15,0,112,217625
SEGUNDO TRIMESTRE,4,SI,6,0,10,130399
SEGUNDO TRIMESTRE,4,SI,14,0,358,860356
SEGUNDO TRIMESTRE,4,NO,19,0,26,208654
SEGUNDO TRIMESTRE,4,SI,22,0,52,367699
SEGUNDO TRIMESTRE,4,NO,13,1,37,105793
SEGUNDO TRIMESTRE,4,SI,15,0,40,172505
SEGUNDO TRIMESTRE,4,SI,17,0,139,510858
SEGUNDO TRIMESTRE,4,NO,13,1,171,247459
SEGUNDO TRIMESTRE,4,NO,20,0,33,264185
SEGUNDO TRIMESTRE,4,NO,12,0,138,182990
SEGUNDO TRIMESTRE,4,NO,21,4,212,353861
SEGUNDO TRIMESTRE,4,NO,2,0,97,85545
SEGUNDO TRIMESTRE,4,NO,18,0,145,305464
SEGUNDO TRIMESTRE,4,NO,15,0,21,115826
SEGUNDO TRIMESTRE,4,NO,23,0,105,318227
SEGUNDO TRIMESTRE,4,SI,7,0,9,58683
SEGUNDO TRIMESTRE,4,NO,15,39,57,108581
SEGUNDO TRIMESTRE,4,SI,25,1,119,404101
SEGUNDO TRIMESTRE,4,NO,18,0,62,457659
SEGUNDO TRIMESTRE,4,NO,8,0,8,46379
SEGUNDO TRIMESTRE,4,NO,16,0,54,287557
SEGUNDO TRIMESTRE,4,NO,12,0,23,114956
SEGUNDO TRIMESTRE,4,NO,5,0,117,188832
SEGUNDO TRIMESTRE,4,SI,34,4,207,441740
SEGUNDO TRIMESTRE,4,NO,8,0,89,173493
SEGUNDO TRIMESTRE,4,SI,21,0,94,462161
SEGUNDO TRIMESTRE,4,NO,16,0,36,246143
SEGUNDO TRIMESTRE,4,NO,24,0,467,869192
SEGUNDO TRIMESTRE,4,NO,15,0,45,191619
SEGUNDO TRIMESTRE,4,SI,21,0,73,166724
SEGUNDO TRIMESTRE,4,SI,27,0,162,470608
SEGUNDO TRIMESTRE,4,NO,2,0,49,46510
SEGUNDO TRIMESTRE,4,SI,42,0,158,847846
SEGUNDO TRIMESTRE,4,NO,9,1,37,125823
SEGUNDO TRIMESTRE,4,NO,8,0,9,61355
SEGUNDO TRIMESTRE,4,NO,19,0,205,631868
SEGUNDO TRIMESTRE,4,NO,19,0,179,287869
SEGUNDO TRIMESTRE,4,NO,1,0,1,12101
SEGUNDO TRIMESTRE,4,SI,15,0,135,265200
SEGUNDO TRIMESTRE,4,NO,12,17,98,198261
SEGUNDO TRIMESTRE,4,NO,18,0,193,324713
SEGUNDO TRIMESTRE,4,SI,21,18,134,400015
SEGUNDO TRIMESTRE,4,NO,4,3,3,17735
SEGUNDO TRIMESTRE,4,NO,11,54,98,174853
SEGUNDO TRIMESTRE,4,NO,9,0,17,106374
SEGUNDO TRIMESTRE,4,NO,20,0,70,234626
SEGUNDO TRIMESTRE,4,NO,15,0,577,669199
SEGUNDO TRIMESTRE,4,NO,15,0,133,218415
SEGUNDO TRIMESTRE,4,SI,25,6,276,519022
SEGUNDO TRIMESTRE,4,NO,25,0,135,316547
SEGUNDO TRIMESTRE,4,NO,13,0,229,555005
SEGUNDO TRIMESTRE,4,NO,22,1,142,371968
SEGUNDO TRIMESTRE,4,NO,25,40,265,378009
SEGUNDO TRIMESTRE,4,SI,12,1,65,95527
SEGUNDO TRIMESTRE,4,SI,20,0,117,296670
SEGUNDO TRIMESTRE,4,NO,15,0,86,176397
SEGUNDO TRIMESTRE,4,NO,20,17,78,296500
SEGUNDO TRIMESTRE,4,NO,21,0,136,307313
SEGUNDO TRIMESTRE,4,NO,27,0,261,587875
SEGUNDO TRIMESTRE,4,NO,15,1,123,220230
SEGUNDO TRIMESTRE,4,NO,14,0,52,181380
SEGUNDO TRIMESTRE,4,SI,48,0,402,917665
SEGUNDO TRIMESTRE,4,NO,34,10,117,449743
SEGUNDO TRIMESTRE,3,NO,29,0,501,905450
SEGUNDO TRIMESTRE,3,SI,15,0,75,220204
SEGUNDO TRIMESTRE,3,NO,16,3,67,268358
SEGUNDO TRIMESTRE,3,NO,9,5,23,53490
SEGUNDO TRIMESTRE,3,NO,17,0,107,449129
SEGUNDO TRIMESTRE,3,NO,1,1,0,0
SEGUNDO TRIMESTRE,3,NO,22,10,104,248019
SEGUNDO TRIMESTRE,3,NO,17,0,169,359369
SEGUNDO TRIMESTRE,3,NO,10,8,23,92448
SEGUNDO TRIMESTRE,3,NO,15,54,60,249328
SEGUNDO TRIMESTRE,3,NO,14,0,90,236078
SEGUNDO TRIMESTRE,3,NO,16,0,26,269769
SEGUNDO TRIMESTRE,3,NO,23,0,263,656127
SEGUNDO TRIMESTRE,3,SI,31,2,46,325632
SEGUNDO TRIMESTRE,3,SI,38,0,297,660717
SEGUNDO TRIMESTRE,3,NO,6,0,13,185712
SEGUNDO TRIMESTRE,3,NO,20,0,111,322698
SEGUNDO TRIMESTRE,3,NO,15,0,54,191360
SEGUNDO TRIMESTRE,3,NO,19,0,188,283795
SEGUNDO TRIMESTRE,3,NO,12,0,55,150738
SEGUNDO TRIMESTRE,3,NO,9,0,31,189569
SEGUNDO TRIMESTRE,3,SI,22,0,154,290984
SEGUNDO TRIMESTRE,3,SI,17,0,104,211591
SEGUNDO TRIMESTRE,3,SI,22,0,158,297783
SEGUNDO TRIMESTRE,3,NO,31,0,419,705857
SEGUNDO TRIMESTRE,3,NO,15,0,108,256762
SEGUNDO TRIMESTRE,3,NO,1,0,48,40320
SEGUNDO TRIMESTRE,3,NO,25,0,214,411709
SEGUNDO TRIMESTRE,3,NO,20,0,177,454774
SEGUNDO TRIMESTRE,3,NO,22,0,327,560543
SEGUNDO TRIMESTRE,3,NO,16,1,85,183453
SEGUNDO TRIMESTRE,3,NO,18,0,244,722201
SEGUNDO TRIMESTRE,3,NO,14,0,150,281162
SEGUNDO TRIMESTRE,3,NO,12,0,61,281062
SEGUNDO TRIMESTRE,3,NO,23,0,261,430282
SEGUNDO TRIMESTRE,3,NO,12,0,29,157337
SEGUNDO TRIMESTRE,3,NO,20,0,239,383783
SEGUNDO TRIMESTRE,3,NO,21,2,177,353949
SEGUNDO TRIMESTRE,3,NO,17,0,76,235532
SEGUNDO TRIMESTRE,3,NO,12,0,114,210483
SEGUNDO TRIMESTRE,3,NO,7,1,13,53080
SEGUNDO TRIMESTRE,3,SI,35,0,56,354737
SEGUNDO TRIMESTRE,3,SI,22,0,27,186534
SEGUNDO TRIMESTRE,3,NO,36,0,340,662803
SEGUNDO TRIMESTRE,3,SI,17,1,19,170603
SEGUNDO TRIMESTRE,3,NO,21,0,60,291169
SEGUNDO TRIMESTRE,3,SI,34,0,253,562818
SEGUNDO TRIMESTRE,3,NO,12,0,14,93111
SEGUNDO TRIMESTRE,3,SI,27,0,97,474842
SEGUNDO TRIMESTRE,3,NO,30,2,135,343606
SEGUNDO TRIMESTRE,3,NO,19,2,135,386091
SEGUNDO TRIMESTRE,3,NO,24,0,212,358679
SEGUNDO TRIMESTRE,3,NO,20,0,277,588529
SEGUNDO TRIMESTRE,3,SI,28,0,423,735650
SEGUNDO TRIMESTRE,3,NO,24,0,77,269850
SEGUNDO TRIMESTRE,3,NO,16,0,120,293393
SEGUNDO TRIMESTRE,3,NO,19,1,130,318266
SEGUNDO TRIMESTRE,3,NO,9,0,14,93510
SEGUNDO TRIMESTRE,3,NO,17,0,50,210848
SEGUNDO TRIMESTRE,3,NO,15,0,89,171790
SEGUNDO TRIMESTRE,3,NO,12,0,22,126191
SEGUNDO TRIMESTRE,3,NO,14,0,197,362135
SEGUNDO TRIMESTRE,3,NO,24,0,174,332600
SEGUNDO TRIMESTRE,3,SI,20,0,201,303368
SEGUNDO TRIMESTRE,3,NO,31,3,152,421785
SEGUNDO TRIMESTRE,3,NO,14,0,40,119291
