Mes,Edad Empresa Cliente,Exhibidor,Recuento de Referencia,Suma de Cant. Dev.,Suma de Cant. Neta,Suma de Vta. - IVA
CUARTO TRIMESTRE,4,NO,18,0,116,267658
CUARTO TRIMESTRE,4,SI,16,0,84,185756
CUARTO TRIMESTRE,4,NO,17,0,89,455630
CUARTO TRIMESTRE,4,SI,20,0,56,249334
CUARTO TRIMESTRE,4,SI,8,49,38,45522
CUARTO TRIMESTRE,4,NO,18,40,137,474489
CUARTO TRIMESTRE,4,NO,8,0,130,296791
CUARTO TRIMESTRE,4,NO,10,3,74,192080
CUARTO TRIMESTRE,4,SI,37,0,147,622672
CUARTO TRIMESTRE,4,NO,6,0,6,69227
CUARTO TRIMESTRE,4,NO,26,0,293,734432
CUARTO TRIMESTRE,4,SI,10,8,10,92219
CUARTO TRIMESTRE,4,NO,23,4,31,227501
CUARTO TRIMESTRE,4,SI,20,3,34,201163
CUARTO TRIMESTRE,4,SI,11,0,15,139651
CUARTO TRIMESTRE,4,NO,13,0,40,194535
CUARTO TRIMESTRE,4,NO,40,7,73,564647
CUARTO TRIMESTRE,4,NO,4,3,9,45472
CUARTO TRIMESTRE,4,NO,11,0,37,157368
CUARTO TRIMESTRE,4,NO,4,0,5,130091
CUARTO TRIMESTRE,4,NO,17,0,345,521737
CUARTO TRIMESTRE,4,SI,2,0,8,154478
CUARTO TRIMESTRE,4,SI,10,0,19,132724
CUARTO TRIMESTRE,4,NO,22,0,163,291531
CUARTO TRIMESTRE,4,SI,10,0,16,132706
CUARTO TRIMESTRE,4,NO,24,0,33,498339
CUARTO TRIMESTRE,4,NO,14,1,141,332617
CUARTO TRIMESTRE,4,SI,18,0,67,255229
CUARTO TRIMESTRE,4,NO,12,1,98,236305
CUARTO TRIMESTRE,4,SI,2,0,4,26922
CUARTO TRIMESTRE,4,NO,16,0,101,199689
CUARTO TRIMESTRE,4,NO,11,6,44,169186
CUARTO TRIMESTRE,4,NO,13,0,54,183997
CUARTO TRIMESTRE,4,NO,16,1,68,281886
CUARTO TRIMESTRE,4,NO,11,10,48,134562
CUARTO TRIMESTRE,4,NO,16,0,86,522728
CUARTO TRIMESTRE,4,NO,11,3,37,273202
CUARTO TRIMESTRE,4,NO,18,0,320,468356
CUARTO TRIMESTRE,4,NO,20,0,140,488550
CUARTO TRIMESTRE,4,NO,29,4,48,94798
CUARTO TRIMESTRE,4,NO,20,1,173,354127
CUARTO TRIMESTRE,4,NO,18,62,223,480252
CUARTO TRIMESTRE,4,SI,15,0,104,377853
CUARTO TRIMESTRE,4,SI,16,0,149,476067
CUARTO TRIMESTRE,4,NO,14,0,84,203663
CUARTO TRIMESTRE,4,NO,17,0,101,226663
CUARTO TRIMESTRE,4,NO,16,2,51,262647
CUARTO TRIMESTRE,4,NO,21,19,148,404726
CUARTO TRIMESTRE,4,NO,19,0,35,254809
CUARTO TRIMESTRE,4,NO,19,0,62,247636
CUARTO TRIMESTRE,4,NO,10,0,53,145072
CUARTO TRIMESTRE,4,SI,14,0,30,277503
CUARTO TRIMESTRE,4,NO,17,1,238,467543
CUARTO TRIMESTRE,4,NO,26,0,85,117668
CUARTO TRIMESTRE,4,SI,23,1,209,568133
CUARTO TRIMESTRE,4,NO,32,1,58,151547
CUARTO TRIMESTRE,4,SI,32,0,240,550416
CUARTO TRIMESTRE,3,SI,8,0,8,88800
CUARTO TRIMESTRE,3,SI,12,4,16,124413
CUARTO TRIMESTRE,3,NO,28,0,335,733253
CUARTO TRIMESTRE,3,SI,32,1,212,518517
CUARTO TRIMESTRE,3,NO,25,0,146,472629
CUARTO TRIMESTRE,3,NO,16,0,75,516052
CUARTO TRIMESTRE,3,SI,14,0,113,323352
CUARTO TRIMESTRE,3,NO,19,0,111,241089
CUARTO TRIMESTRE,3,NO,17,0,143,306592
CUARTO TRIMESTRE,3,NO,6,0,76,193002
CUARTO TRIMESTRE,3,NO,10,0,138,289760
CUARTO TRIMESTRE,3,NO,24,0,289,399202
CUARTO TRIMESTRE,3,NO,19,0,124,355044
CUARTO TRIMESTRE,3,NO,26,0,169,464767
CUARTO TRIMESTRE,3,NO,13,8,258,432240
CUARTO TRIMESTRE,3,NO,11,0,30,158105
CUARTO TRIMESTRE,3,NO,12,1,25,116953
CUARTO TRIMESTRE,3,NO,17,0,278,494225
CUARTO TRIMESTRE,3,NO,18,1,41,212495
CUARTO TRIMESTRE,3,NO,20,0,204,437174
CUARTO TRIMESTRE,3,NO,20,0,102,382130
CUARTO TRIMESTRE,3,NO,15,0,141,198318
CUARTO TRIMESTRE,3,SI,19,15,109,221574
CUARTO TRIMESTRE,3,SI,21,0,198,325125
CUARTO TRIMESTRE,3,NO,17,0,255,419552
CUARTO TRIMESTRE,3,NO,19,39,34,164519
CUARTO TRIMESTRE,3,SI,12,0,35,283172
CUARTO TRIMESTRE,3,NO,6,0,92,195471
CUARTO TRIMESTRE,3,NO,22,0,248,591182
CUARTO TRIMESTRE,3,NO,19,0,328,437365
CUARTO TRIMESTRE,3,NO,15,0,43,212020
CUARTO TRIMESTRE,3,NO,20,0,289,824622
CUARTO TRIMESTRE,3,NO,22,0,174,676917
CUARTO TRIMESTRE,3,NO,15,3,117,309771
CUARTO TRIMESTRE,3,NO,10,2,15,107753
CUARTO TRIMESTRE,3,NO,12,0,171,401774
CUARTO TRIMESTRE,3,NO,12,11,45,102895
CUARTO TRIMESTRE,3,NO,42,0,365,807670
CUARTO TRIMESTRE,3,NO,16,0,218,423030
CUARTO TRIMESTRE,3,NO,17,0,65,395521
CUARTO TRIMESTRE,3,SI,3,0,3,45433
CUARTO TRIMESTRE,3,NO,30,0,273,667285
CUARTO TRIMESTRE,3,SI,24,0,313,747030
CUARTO TRIMESTRE,3,NO,36,4,268,654608
CUARTO TRIMESTRE,3,NO,22,0,57,339239
CUARTO TRIMESTRE,3,NO,21,12,25,136425
CUARTO TRIMESTRE,3,NO,30,1,139,458850
CUARTO TRIMESTRE,3,NO,25,0,262,603578
CUARTO TRIMESTRE,3,SI,26,1,42,559069
CUARTO TRIMESTRE,3,NO,10,0,17,164688
CUARTO TRIMESTRE,3,NO,12,0,133,549042
CUARTO TRIMESTRE,3,NO,14,0,55,188948
CUARTO TRIMESTRE,3,SI,22,0,337,553154
CUARTO TRIMESTRE,3,SI,24,0,265,542487
CUARTO TRIMESTRE,3,SI,14,0,29,267493
CUARTO TRIMESTRE,3,NO,27,0,33,136815
CUARTO TRIMESTRE,3,SI,29,0,76,567942
CUARTO TRIMESTRE,3,NO,25,0,115,472260
CUARTO TRIMESTRE,3,NO,16,20,125,292028
CUARTO TRIMESTRE,3,NO,15,1,43,154249
CUARTO TRIMESTRE,3,NO,24,0,26,73733
CUARTO TRIMESTRE,3,SI,17,0,202,326145
CUARTO TRIMESTRE,3,NO,29,1,84,390690
CUARTO TRIMESTRE,3,NO,23,0,152,420539
CUARTO TRIMESTRE,3,NO,17,0,58,296456
CUARTO TRIMESTRE,3,NO,7,0,8,54814
CUARTO TRIMESTRE,3,NO,24,0,24,64425
CUARTO TRIMESTRE,3,NO,5,0,62,128250
CUARTO TRIMESTRE,3,NO,2,0,14,37806
CUARTO TRIMESTRE,3,NO,25,3,23,60475
CUARTO TRIMESTRE,3,SI,7,0,10,115156
CUARTO TRIMESTRE,3,SI,24,0,138,444085
CUARTO TRIMESTRE,3,NO,16,0,176,524957
CUARTO TRIMESTRE,3,NO,15,0,104,287548
CUARTO TRIMESTRE,3,NO,3,0,7,36470
CUARTO TRIMESTRE,3,NO,25,1,132,359564
CUARTO TRIMESTRE,3,NO,39,7,87,684339
CUARTO TRIMESTRE,3,NO,20,0,88,288552
CUARTO TRIMESTRE,3,NO,26,0,75,136395
CUARTO TRIMESTRE,3,NO,19,0,307,435158
CUARTO TRIMESTRE,3,NO,11,0,12,128010
CUARTO TRIMESTRE,3,NO,7,0,215,572614
CUARTO TRIMESTRE,3,SI,28,13,163,231535
CUARTO TRIMESTRE,3,NO,9,1,66,138161
CUARTO TRIMESTRE,3,NO,28,0,51,117273
CUARTO TRIMESTRE,3,NO,26,12,42,73583
CUARTO TRIMESTRE,3,NO,25,46,214,419099
CUARTO TRIMESTRE,3,NO,15,0,267,347821
CUARTO TRIMESTRE,3,NO,28,1,103,397797
CUARTO TRIMESTRE,3,NO,13,1,12,69583
CUARTO TRIMESTRE,3,SI,21,0,243,507480
CUARTO TRIMESTRE,3,SI,8,0,11,165334
CUARTO TRIMESTRE,3,NO,28,0,107,242428
CUARTO TRIMESTRE,3,NO,2,0,7,25270
CUARTO TRIMESTRE,3,NO,18,4,105,217749
CUARTO TRIMESTRE,3,NO,9,0,100,226512
CUARTO TRIMESTRE,3,NO,23,1,52,214827
CUARTO TRIMESTRE,3,NO,4,0,6,39700
CUARTO TRIMESTRE,3,NO,15,1,106,380789
CUARTO TRIMESTRE,3,SI,11,1,61,136851
CUARTO TRIMESTRE,2,NO,30,0,47,92315
CUARTO TRIMESTRE,2,NO,23,0,211,492158
CUARTO TRIMESTRE,2,NO,10,3,19,239809
CUARTO TRIMESTRE,2,NO,17,0,99,400576
CUARTO TRIMESTRE,2,NO,26,1,216,624879
CUARTO TRIMESTRE,2,NO,22,1,309,520473
CUARTO TRIMESTRE,2,NO,14,0,79,197344
CUARTO TRIMESTRE,2,NO,15,6,534,706625
CUARTO TRIMESTRE,2,SI,30,0,314,735856
CUARTO TRIMESTRE,2,NO,18,0,152,304785
CUARTO TRIMESTRE,2,NO,16,0,65,484732
CUARTO TRIMESTRE,2,SI,27,0,137,383145
CUARTO TRIMESTRE,2,NO,17,0,257,703570
CUARTO TRIMESTRE,2,SI,32,0,400,817700
CUARTO TRIMESTRE,2,SI,11,0,177,300716
CUARTO TRIMESTRE,2,NO,30,29,197,322593
CUARTO TRIMESTRE,2,SI,18,0,206,458885
CUARTO TRIMESTRE,2,NO,21,0,246,489600
CUARTO TRIMESTRE,2,NO,15,1,101,308760
CUARTO TRIMESTRE,2,NO,10,0,80,681069
CUARTO TRIMESTRE,2,NO,17,0,84,371087
CUARTO TRIMESTRE,2,SI,17,1,170,278542
CUARTO TRIMESTRE,2,NO,2,0,144,502560
CUARTO TRIMESTRE,2,SI,12,0,591,795323
CUARTO TRIMESTRE,2,SI,9,2,127,156975
CUARTO TRIMESTRE,2,NO,24,12,187,405415
CUARTO TRIMESTRE,2,NO,23,4,32,89885
CUARTO TRIMESTRE,2,NO,29,0,85,409206
CUARTO TRIMESTRE,2,SI,18,0,256,464663
CUARTO TRIMESTRE,2,NO,18,0,141,399943
CUARTO TRIMESTRE,2,NO,19,0,87,369551
CUARTO TRIMESTRE,2,NO,22,0,244,554284
CUARTO TRIMESTRE,2,SI,10,4,31,134825
CUARTO TRIMESTRE,2,NO,18,0,149,383852
CUARTO TRIMESTRE,2,SI,15,1,98,531640
CUARTO TRIMESTRE,1,SI,40,0,209,745399
CUARTO TRIMESTRE,1,SI,35,0,244,864600
CUARTO TRIMESTRE,1,NO,16,0,59,217056
CUARTO TRIMESTRE,1,SI,53,2,133,637270
CUARTO TRIMESTRE,1,NO,20,6,77,399105
CUARTO TRIMESTRE,1,NO,17,0,131,252521
CUARTO TRIMESTRE,1,SI,25,0,252,528972
CUARTO TRIMESTRE,1,NO,10,0,210,264451
CUARTO TRIMESTRE,1,NO,2,0,7,42710
CUARTO TRIMESTRE,1,NO,7,0,25,69068
CUARTO TRIMESTRE,1,NO,25,0,64,102849
CUARTO TRIMESTRE,1,NO,25,0,26,63905
CUARTO TRIMESTRE,1,NO,23,0,24,92155
CUARTO TRIMESTRE,1,NO,16,0,92,333913
CUARTO TRIMESTRE,1,NO,2,0,3,43980
CUARTO TRIMESTRE,1,SI,27,0,170,596089
CUARTO TRIMESTRE,1,NO,45,14,69,308584
CUARTO TRIMESTRE,1,NO,8,0,88,150316
CUARTO TRIMESTRE,1,NO,47,0,103,921918
CUARTO TRIMESTRE,1,NO,29,1,268,795579
CUARTO TRIMESTRE,1,NO,2,0,2,26829
CUARTO TRIMESTRE,1,NO,16,1,40,240305
CUARTO TRIMESTRE,1,SI,19,0,58,364413
CUARTO TRIMESTRE,1,NO,7,0,67,379171
CUARTO TRIMESTRE,1,NO,9,0,248,318772
CUARTO TRIMESTRE,1,NO,12,0,408,942577
CUARTO TRIMESTRE,1,NO,15,0,53,379874
CUARTO TRIMESTRE,1,NO,12,8,57,130705
CUARTO TRIMESTRE,1,NO,20,0,21,85149
CUARTO TRIMESTRE,1,SI,14,4,83,208938
CUARTO TRIMESTRE,1,NO,6,0,27,157045
CUARTO TRIMESTRE,1,NO,4,0,14,160601
CUARTO TRIMESTRE,1,SI,23,0,186,300404
CUARTO TRIMESTRE,1,NO,15,0,109,245654
CUARTO TRIMESTRE,1,NO,20,0,148,528783
CUARTO TRIMESTRE,1,SI,11,0,15,104397
CUARTO TRIMESTRE,1,NO,16,0,198,307132
CUARTO TRIMESTRE,1,NO,4,0,35,34444
CUARTO TRIMESTRE,1,SI,29,0,111,408892
CUARTO TRIMESTRE,1,NO,24,0,82,290097
CUARTO TRIMESTRE,1,SI,22,0,136,443920
CUARTO TRIMESTRE,1,NO,25,0,123,157035
CUARTO TRIMESTRE,1,SI,17,0,137,324569
CUARTO TRIMESTRE,1,NO,13,0,36,283176
CUARTO TRIMESTRE,1,NO,19,0,72,179877
CUARTO TRIMESTRE,1,SI,23,0,215,550876
CUARTO TRIMESTRE,1,NO,3,0,4,72144
CUARTO TRIMESTRE,1,NO,21,1,58,461906
CUARTO TRIMESTRE,1,SI,12,1,54,197258
CUARTO TRIMESTRE,1,NO,18,0,61,434305
CUARTO TRIMESTRE,1,NO,5,0,9,56953
CUARTO TRIMESTRE,0,SI,14,0,84,354723
CUARTO TRIMESTRE,0,SI,1,0,7,56420
CUARTO TRIMESTRE,0,NO,13,0,142,286983
CUARTO TRIMESTRE,0,SI,23,3,59,371482
CUARTO TRIMESTRE,0,NO,4,0,19,90590
CUARTO TRIMESTRE,0,NO,20,0,120,263879
CUARTO TRIMESTRE,0,NO,2,0,25,72620
CUARTO TRIMESTRE,0,SI,11,0,18,138462
CUARTO TRIMESTRE,0,NO,9,0,10,194653
CUARTO TRIMESTRE,0,NO,3,0,72,245340
CUARTO TRIMESTRE,0,NO,8,0,202,516170
CUARTO TRIMESTRE,0,NO,3,0,3,20211
CUARTO TRIMESTRE,0,SI,14,0,55,343968
CUARTO TRIMESTRE,0,NO,21,26,220,424326
CUARTO TRIMESTRE,0,SI,11,0,16,220956
CUARTO TRIMESTRE,0,NO,11,0,35,115673
CUARTO TRIMESTRE,0,SI,15,1,134,351393
CUARTO TRIMESTRE,0,NO,11,0,33,256712
CUARTO TRIMESTRE,0,NO,2,0,8,115228
CUARTO TRIMESTRE,0,NO,4,3,6,57903
CUARTO TRIMESTRE,0,NO,1,0,24,62160
CUARTO TRIMESTRE,0,NO,11,0,22,179653
CUARTO TRIMESTRE,0,SI,23,0,345,796769
CUARTO TRIMESTRE,0,SI,34,0,192,495557
CUARTO TRIMESTRE,0,NO,12,0,182,284304
CUARTO TRIMESTRE,0,NO,12,0,68,182511
CUARTO TRIMESTRE,0,SI,8,1,10,56791
CUARTO TRIMESTRE,0,NO,25,66,124,305011
CUARTO TRIMESTRE,0,NO,15,0,219,453172
CUARTO TRIMESTRE,0,NO,4,5,0,0
CUARTO TRIMESTRE,0,NO,13,27,104,175374
CUARTO TRIMESTRE,0,NO,24,0,91,378895
CUARTO TRIMESTRE,0,NO,2,0,30,58920
CUARTO TRIMESTRE,0,NO,22,0,45,277663
CUARTO TRIMESTRE,0,NO,7,0,102,167263
CUARTO TRIMESTRE,0,NO,25,0,175,408367
CUARTO TRIMESTRE,0,SI,22,0,37,202811
CUARTO TRIMESTRE,0,NO,31,0,166,276612
CUARTO TRIMESTRE,0,SI,19,0,265,480509
CUARTO TRIMESTRE,0,NO,7,0,32,124938
CUARTO TRIMESTRE,0,NO,17,0,68,244278
CUARTO TRIMESTRE,0,SI,14,4,20,172549
CUARTO TRIMESTRE,0,SI,9,0,17,193058
CUARTO TRIMESTRE,0,NO,11,0,18,128786
CUARTO TRIMESTRE,0,SI,15,21,42,286502
CUARTO TRIMESTRE,0,NO,7,2,15,137133
CUARTO TRIMESTRE,0,NO,9,0,19,151671
CUARTO TRIMESTRE,0,SI,32,1,63,398634
CUARTO TRIMESTRE,0,NO,38,0,43,169509
CUARTO TRIMESTRE,0,NO,34,0,64,164668
CUARTO TRIMESTRE,0,SI,23,12,54,214312
CUARTO TRIMESTRE,0,SI,6,0,31,77604
CUARTO TRIMESTRE,0,SI,12,4,62,168773
CUARTO TRIMESTRE,0,NO,14,0,103,192777
CUARTO TRIMESTRE,0,NO,20,61,208,488750
CUARTO TRIMESTRE,0,NO,21,0,33,188627
CUARTO TRIMESTRE,0,NO,2,0,2,20969
CUARTO TRIMESTRE,0,NO,7,0,16,70640
CUARTO TRIMESTRE,0,SI,12,0,79,183784
CUARTO TRIMESTRE,0,NO,12,0,103,285094
CUARTO TRIMESTRE,0,NO,6,0,8,95547
CUARTO TRIMESTRE,0,NO,1,0,12,25200
CUARTO TRIMESTRE,0,SI,11,0,13,96511
CUARTO TRIMESTRE,0,NO,17,0,17,37755
CUARTO TRIMESTRE,0,NO,12,0,41,180698
CUARTO TRIMESTRE,0,NO,9,0,53,212703
CUARTO TRIMESTRE,0,NO,1,0,3,6300
CUARTO TRIMESTRE,0,NO,5,0,55,736138
CUARTO TRIMESTRE,0,NO,15,0,31,237735
CUARTO TRIMESTRE,0,NO,10,0,48,295985
CUARTO TRIMESTRE,0,NO,15,1,85,253704
CUARTO TRIMESTRE,0,NO,7,0,17,78953
CUARTO TRIMESTRE,0,NO,5,0,10,87788
CUARTO TRIMESTRE,0,NO,27,0,87,560412
CUARTO TRIMESTRE,0,NO,43,1,262,928496
CUARTO TRIMESTRE,0,NO,26,2,26,93478
CUARTO TRIMESTRE,0,NO,31,4,28,89182
CUARTO TRIMESTRE,0,NO,27,0,84,285544
CUARTO TRIMESTRE,0,NO,15,0,81,218580
CUARTO TRIMESTRE,0,NO,19,0,152,324632
CUARTO TRIMESTRE,0,NO,42,11,135,612952
CUARTO TRIMESTRE,0,NO,31,0,311,613375
CUARTO TRIMESTRE,0,NO,22,12,95,273199
CUARTO TRIMESTRE,0,NO,10,0,123,200057
CUARTO TRIMESTRE,0,SI,19,3,18,208269
CUARTO TRIMESTRE,0,NO,11,0,141,291873
CUARTO TRIMESTRE,0,NO,29,0,278,667801
CUARTO TRIMESTRE,0,SI,13,0,28,156522
CUARTO TRIMESTRE,0,NO,8,0,36,175700
CUARTO TRIMESTRE,0,NO,33,0,159,307003
CUARTO TRIMESTRE,0,NO,8,0,10,119941
CUARTO TRIMESTRE,0,NO,22,0,69,298297
CUARTO TRIMESTRE,0,NO,25,0,256,496832
CUARTO TRIMESTRE,0,NO,9,0,152,293008
CUARTO TRIMESTRE,0,NO,9,50,63,79509
CUARTO TRIMESTRE,0,NO,18,4,56,199095
CUARTO TRIMESTRE,0,NO,20,0,76,294734
CUARTO TRIMESTRE,0,NO,23,0,318,676295
CUARTO TRIMESTRE,0,SI,1,0,1,2506
CUARTO TRIMESTRE,0,NO,8,0,8,83098
CUARTO TRIMESTRE,0,NO,34,0,207,525362
CUARTO TRIMESTRE,0,SI,13,0,42,265531
CUARTO TRIMESTRE,0,NO,11,0,116,208299
CUARTO TRIMESTRE,0,NO,25,0,54,212800
CUARTO TRIMESTRE,0,NO,8,0,43,158894
CUARTO TRIMESTRE,0,SI,10,0,18,118946
CUARTO TRIMESTRE,0,NO,5,0,53,62752
CUARTO TRIMESTRE,0,NO,17,0,163,317929
CUARTO TRIMESTRE,0,NO,22,0,28,198915
CUARTO TRIMESTRE,0,NO,11,0,454,804742
CUARTO TRIMESTRE,0,NO,4,0,6,44620
CUARTO TRIMESTRE,0,SI,10,0,10,82834
CUARTO TRIMESTRE,0,SI,33,0,98,883305
CUARTO TRIMESTRE,0,SI,29,1,136,450322
CUARTO TRIMESTRE,0,NO,15,7,37,134111
CUARTO TRIMESTRE,0,NO,22,0,169,384666
CUARTO TRIMESTRE,0,SI,14,1,25,256121
CUARTO TRIMESTRE,0,NO,8,0,53,296814
CUARTO TRIMESTRE,0,SI,11,5,115,164558
CUARTO TRIMESTRE,0,NO,11,0,18,105557
PRIMER TRIMESTRE,10,NO,12,0,13,90065
PRIMER TRIMESTRE,10,NO,8,0,125,117337
PRIMER TRIMESTRE,10,NO,9,0,41,64979
PRIMER TRIMESTRE,10,NO,6,0,18,36333
PRIMER TRIMESTRE,10,NO,3,0,3,10527
PRIMER TRIMESTRE,10,NO,15,0,52,111498
PRIMER TRIMESTRE,10,SI,10,18,44,78298
PRIMER TRIMESTRE,10,NO,18,0,93,160234
PRIMER TRIMESTRE,10,NO,14,0,225,372605
PRIMER TRIMESTRE,10,NO,20,0,123,295954
PRIMER TRIMESTRE,10,NO,19,0,134,299262
PRIMER TRIMESTRE,10,NO,25,0,193,370103
PRIMER TRIMESTRE,10,SI,33,0,245,611654
PRIMER TRIMESTRE,10,NO,7,0,79,148509
PRIMER TRIMESTRE,10,NO,19,0,142,184422
PRIMER TRIMESTRE,10,NO,26,1,144,229418
PRIMER TRIMESTRE,10,NO,19,0,154,304950
PRIMER TRIMESTRE,11,NO,18,0,159,340120
PRIMER TRIMESTRE,11,SI,26,0,126,293028
PRIMER TRIMESTRE,11,SI,23,3,60,167416
PRIMER TRIMESTRE,11,SI,32,0,122,531970
PRIMER TRIMESTRE,11,SI,29,0,242,370259
PRIMER TRIMESTRE,11,NO,23,0,282,418044
PRIMER TRIMESTRE,11,NO,13,0,67,199298
PRIMER TRIMESTRE,11,SI,20,0,107,267981
PRIMER TRIMESTRE,11,SI,13,0,264,373586
PRIMER TRIMESTRE,11,NO,28,0,222,548022
PRIMER TRIMESTRE,11,NO,15,0,130,164944
PRIMER TRIMESTRE,11,NO,11,0,59,96966
PRIMER TRIMESTRE,11,SI,8,0,8,86809
PRIMER TRIMESTRE,11,NO,6,0,8,51996
PRIMER TRIMESTRE,11,NO,11,0,123,182925
PRIMER TRIMESTRE,11,SI,13,1,86,134327
PRIMER TRIMESTRE,11,NO,15,0,98,191858
PRIMER TRIMESTRE,11,SI,35,0,411,617643
PRIMER TRIMESTRE,11,SI,32,0,284,527276
PRIMER TRIMESTRE,11,NO,23,0,161,253878
PRIMER TRIMESTRE,11,NO,5,0,5,15113
PRIMER TRIMESTRE,11,NO,10,0,73,122214
PRIMER TRIMESTRE,11,NO,16,0,171,190330
PRIMER TRIMESTRE,11,SI,23,0,105,265078
PRIMER TRIMESTRE,11,NO,20,6,227,340987
PRIMER TRIMESTRE,11,NO,16,0,91,245282
PRIMER TRIMESTRE,11,NO,10,0,38,66993
PRIMER TRIMESTRE,11,NO,4,0,37,77364
PRIMER TRIMESTRE,11,NO,5,0,80,83018
PRIMER TRIMESTRE,11,NO,11,0,69,624274
PRIMER TRIMESTRE,11,SI,18,0,122,228601
PRIMER TRIMESTRE,11,NO,16,0,153,237437
PRIMER TRIMESTRE,11,SI,60,0,219,941579
PRIMER TRIMESTRE,11,NO,30,0,296,495492
PRIMER TRIMESTRE,11,SI,27,0,32,238516
PRIMER TRIMESTRE,11,SI,23,0,154,382131
PRIMER TRIMESTRE,11,NO,10,0,12,58903
PRIMER TRIMESTRE,11,SI,24,0,108,316147
PRIMER TRIMESTRE,11,NO,10,0,17,106075
PRIMER TRIMESTRE,11,NO,12,0,112,250320
PRIMER TRIMESTRE,11,NO,14,0,17,89588
PRIMER TRIMESTRE,11,NO,16,0,28,142209
PRIMER TRIMESTRE,11,NO,9,0,45,158393
PRIMER TRIMESTRE,11,NO,16,0,79,184586
PRIMER TRIMESTRE,11,NO,26,0,176,478055
PRIMER TRIMESTRE,11,SI,26,0,290,612371
PRIMER TRIMESTRE,11,NO,19,0,93,180595
PRIMER TRIMESTRE,11,SI,38,0,139,450591
PRIMER TRIMESTRE,11,NO,15,0,18,65759
PRIMER TRIMESTRE,11,NO,23,0,76,192453
PRIMER TRIMESTRE,11,NO,14,0,38,240297
PRIMER TRIMESTRE,11,NO,25,0,128,349732
PRIMER TRIMESTRE,11,SI,30,0,283,495615
PRIMER TRIMESTRE,11,SI,22,2,49,266285
PRIMER TRIMESTRE,11,NO,25,0,149,254942
PRIMER TRIMESTRE,11,NO,18,0,195,289239
PRIMER TRIMESTRE,11,NO,16,0,90,180930
PRIMER TRIMESTRE,11,SI,32,0,228,397853
PRIMER TRIMESTRE,11,NO,5,0,19,39950
PRIMER TRIMESTRE,11,NO,25,0,368,512276
PRIMER TRIMESTRE,11,NO,15,0,96,160778
PRIMER TRIMESTRE,11,NO,5,0,6,31872
PRIMER TRIMESTRE,11,NO,20,3,71,122597
PRIMER TRIMESTRE,11,NO,27,0,202,447799
PRIMER TRIMESTRE,11,NO,25,0,421,929484
PRIMER TRIMESTRE,11,NO,5,0,16,90539
PRIMER TRIMESTRE,11,NO,21,0,96,240130
PRIMER TRIMESTRE,11,NO,1,0,32,23250
PRIMER TRIMESTRE,11,NO,18,12,67,141885
PRIMER TRIMESTRE,11,SI,15,0,268,423815
PRIMER TRIMESTRE,11,NO,28,0,267,631708
PRIMER TRIMESTRE,11,NO,15,0,81,202640
PRIMER TRIMESTRE,10,NO,22,1,162,248319
PRIMER TRIMESTRE,10,NO,21,0,253,392516
PRIMER TRIMESTRE,11,NO,17,0,77,129076
PRIMER TRIMESTRE,11,NO,24,0,257,372594
PRIMER TRIMESTRE,11,NO,16,0,54,132431
PRIMER TRIMESTRE,11,SI,20,0,104,298273
PRIMER TRIMESTRE,11,NO,26,0,340,463965
PRIMER TRIMESTRE,11,NO,14,0,55,166327
PRIMER TRIMESTRE,11,SI,7,1,735,782755
PRIMER TRIMESTRE,11,NO,12,0,114,153943
PRIMER TRIMESTRE,11,NO,21,0,117,208420
PRIMER TRIMESTRE,11,NO,19,0,396,672263
PRIMER TRIMESTRE,11,NO,7,0,7,45205
PRIMER TRIMESTRE,11,SI,16,0,34,138578
PRIMER TRIMESTRE,11,NO,11,0,19,96840
PRIMER TRIMESTRE,11,NO,8,9,14,85006
PRIMER TRIMESTRE,11,NO,7,0,27,94877
PRIMER TRIMESTRE,11,NO,14,0,61,161213
PRIMER TRIMESTRE,11,NO,20,1,110,236087
PRIMER TRIMESTRE,11,NO,23,0,262,454273
PRIMER TRIMESTRE,11,NO,13,36,68,83831
PRIMER TRIMESTRE,11,NO,25,0,208,369423
PRIMER TRIMESTRE,11,NO,12,9,143,176882
PRIMER TRIMESTRE,11,NO,31,0,220,533157
PRIMER TRIMESTRE,11,NO,7,50,121,155962
PRIMER TRIMESTRE,11,NO,9,0,89,121291
PRIMER TRIMESTRE,11,SI,23,3,328,404789
PRIMER TRIMESTRE,11,SI,22,0,295,385234
PRIMER TRIMESTRE,11,SI,22,0,159,435877
PRIMER TRIMESTRE,11,NO,14,0,158,247824
PRIMER TRIMESTRE,11,NO,10,0,16,74562
PRIMER TRIMESTRE,11,NO,23,0,232,355180
PRIMER TRIMESTRE,11,NO,19,1,211,322484
PRIMER TRIMESTRE,11,SI,16,0,28,119326
PRIMER TRIMESTRE,10,NO,11,0,120,228125
PRIMER TRIMESTRE,9,NO,4,0,4,11752
PRIMER TRIMESTRE,9,NO,17,0,53,153557
PRIMER TRIMESTRE,9,NO,18,0,236,343396
PRIMER TRIMESTRE,9,SI,9,4,898,938621
PRIMER TRIMESTRE,9,NO,21,0,175,315132
PRIMER TRIMESTRE,9,SI,26,0,196,574075
PRIMER TRIMESTRE,9,SI,44,0,288,883168
PRIMER TRIMESTRE,9,NO,14,0,56,198914
PRIMER TRIMESTRE,9,NO,24,0,56,337779
PRIMER TRIMESTRE,8,NO,16,0,119,284470
